NDB_No,Seq,Amount,Msre_Desc,Gm_Wgt,Num_Data_Pts,Std_Dev
"13845","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13845","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.6700000000000000e+02,,
"13846","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13846","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.9200000000000000e+02,,
"13847","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13847","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13848","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13848","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.7800000000000000e+02,,
"13849","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13849","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.8100000000000000e+02,,
"13850","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13850","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13851","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13851","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.6800000000000000e+02,,
"13852","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13852","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.8200000000000000e+02,,
"13853","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13853","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13854","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13854","2",1.0000000000000000e+00,"steak (yield from 320 g raw meat)",2.5600000000000000e+02,10,
"13855","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13855","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.7800000000000000e+02,,
"13856","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13856","2",1.0000000000000000e+00,"steak",3.3500000000000000e+02,10,
"13857","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13857","2",1.0000000000000000e+00,"steak (yield from 1 raw steak weighing 321g)",2.4500000000000000e+02,10,
"13858","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13858","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.8500000000000000e+02,,
"13859","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13859","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13860","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13860","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.6800000000000000e+02,,
"13861","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13861","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.7600000000000000e+02,,
"13862","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13862","2",1.0000000000000000e+00,"steak",1.9900000000000000e+02,8,2.7300000000000001e+01
"13863","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13863","2",1.0000000000000000e+00,"steak",2.3900000000000000e+02,1,
"13864","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13864","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13865","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13865","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.1300000000000000e+02,,
"13866","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13866","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13867","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13867","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.1300000000000000e+02,,
"13868","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13868","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13869","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13869","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.8100000000000000e+02,,
"13870","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13870","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.3800000000000000e+02,,
"13870","3",1.0000000000000000e+00,"roast (yield from 1 raw roast weighing 776g)",6.3200000000000000e+02,20,
"13871","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13871","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13872","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13872","2",1.0000000000000000e+00,"steak (yield from 341 g raw meat)",2.2700000000000000e+02,10,
"13873","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13873","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.3800000000000000e+02,,
"13873","3",1.0000000000000000e+00,"roast (yield from raw roast weighing 766g)",6.2700000000000000e+02,10,
"13874","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13874","2",1.0000000000000000e+00,"steak",3.1200000000000000e+02,10,
"13875","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13875","2",1.0000000000000000e+00,"steak (yield from raw steak weighing 340g)",2.2600000000000000e+02,10,
"13876","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13876","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.3800000000000000e+02,,
"13876","3",1.0000000000000000e+00,"roast (yield from 1 raw roast weighing 786g)",6.3600000000000000e+02,10,
"13877","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13877","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13878","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13878","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.3300000000000000e+02,,
"13879","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13879","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13880","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13880","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.3300000000000000e+02,,
"13881","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13881","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13882","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13882","2",1.0000000000000000e+00,"roast (yield from 530 g raw meat)",4.1700000000000000e+02,10,
"13883","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13883","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13884","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13884","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.2600000000000000e+02,,
"13885","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13885","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13886","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13886","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.2500000000000000e+02,,
"13887","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13887","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13888","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13888","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.2700000000000000e+02,,
"13889","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13889","2",1.0000000000000000e+00,"steak",2.3100000000000000e+02,1,
"13890","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,1,
"13890","2",1.0000000000000000e+00,"piece cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.8300000000000000e+02,1,
"13891","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13891","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13892","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13892","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.8600000000000000e+02,,
"13893","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13893","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.2600000000000000e+02,,
"13894","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13894","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13895","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13895","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.8900000000000000e+02,,
"13896","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13896","2",1.0000000000000000e+00,"steak (yield from raw steak weighing 492 g)",3.4700000000000000e+02,10,
"13896","3",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.2600000000000000e+02,,
"13897","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13897","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.8300000000000000e+02,,
"13898","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13898","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13899","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13899","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.8600000000000000e+02,,
"13900","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13900","2",1.0000000000000000e+00,"steak (yield from raw steak weighing 491g)",3.5900000000000000e+02,10,
"13900","3",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.2900000000000000e+02,,
"13901","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13901","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13902","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13902","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.3200000000000000e+02,,
"13903","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13903","2",1.0000000000000000e+00,"steak",2.5200000000000000e+02,1,
"13904","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13904","2",1.0000000000000000e+00,"piece",1.8550000000000000e+03,36,
"13905","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13905","2",1.0000000000000000e+00,"steak",5.3900000000000000e+02,24,2.9849000000000000e+01
"13906","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13906","2",1.0000000000000000e+00,"steak",4.1700000000000000e+02,24,3.0684999999999999e+01
"13907","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13907","2",1.0000000000000000e+00,"steak",4.6100000000000000e+02,24,3.0172999999999998e+01
"13908","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13908","2",1.0000000000000000e+00,"steak",3.6000000000000000e+02,24,2.8858000000000001e+01
"13909","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13910","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13910","2",1.0000000000000000e+00,"steak",2.1300000000000000e+02,20,
"13911","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13911","2",1.0000000000000000e+00,"steak",3.0100000000000000e+02,24,3.9947000000000003e+01
"13912","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13912","2",1.0000000000000000e+00,"steak (yield from 270 g raw meat)",2.2100000000000000e+02,10,
"13913","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13914","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13915","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13915","2",1.0000000000000000e+00,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 242 g)",2.2700000000000000e+02,,
"13916","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13916","2",1.0000000000000000e+00,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 242 g)",1.6700000000000000e+02,,
"13917","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13917","2",1.0000000000000000e+00,"steak",1.6400000000000000e+02,21,
"13918","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13918","2",1.0000000000000000e+00,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 154 g)",1.0400000000000000e+02,,
"13919","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13919","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.3000000000000000e+02,,
"13920","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13920","2",1.0000000000000000e+00,"steak",1.7700000000000000e+02,11,
"13921","1",1.0000000000000000e+00,"steak (yield from 181 g raw meat)",1.4000000000000000e+02,9,
"13921","2",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13922","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13922","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.2900000000000000e+02,,
"13923","1",1.0000000000000000e+00,"steak (yield from 1 raw steak weighing149g)",1.4900000000000000e+02,10,
"13923","2",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13923","3",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13924","1",1.0000000000000000e+00,"steak (yield from 1 raw steak weighing 151g)",1.1900000000000000e+02,10,
"13924","2",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13924","3",1.0000000000000000e+00,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 154 g)",1.0400000000000000e+02,,
"13925","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13925","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.2900000000000000e+02,,
"13926","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13926","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13927","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13927","2",1.0000000000000000e+00,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 154 g)",1.0600000000000000e+02,,
"13928","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13928","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.2600000000000000e+02,,
"13929","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13929","2",1.0000000000000000e+00,"steak",6.0800000000000000e+02,20,
"13930","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13930","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.0600000000000000e+02,,
"13931","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"13931","2",1.0000000000000000e+00,"lb",4.5360000000000002e+02,,
"13932","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13932","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.0600000000000000e+02,,
"13933","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13933","2",1.0000000000000000e+00,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",3.0700000000000000e+02,,
"13934","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13934","2",1.0000000000000000e+00,"steak",5.9400000000000000e+02,10,
"13935","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13935","2",1.0000000000000000e+00,"steak (yield from 1 raw steak weighing 624g)",4.8500000000000000e+02,10,
"13937","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13940","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13943","1",3.0000000000000000e+00,"oz ( 1 serving )",8.5000000000000000e+01,,
"13946","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13948","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13948","2",1.0000000000000000e+00,"steak (yield from 475 g raw meat)",3.8300000000000000e+02,20,
"13949","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13949","2",1.0000000000000000e+00,"steak (yield from 467 g raw meat)",3.7900000000000000e+02,10,
"13950","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13950","2",1.0000000000000000e+00,"steak (yield from 388 g raw meat)",2.4700000000000000e+02,10,
"13951","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13951","2",1.0000000000000000e+00,"steak (yield from 294 g raw meat)",2.3100000000000000e+02,10,
"13952","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13952","2",1.0000000000000000e+00,"steak (yield from 295 g raw meat)",2.3300000000000000e+02,20,
"13953","1",1.0000000000000000e+00,"roast (yield from 690g raw meat)",5.6900000000000000e+02,20,
"13954","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13954","2",1.0000000000000000e+00,"roast",2.6100000000000000e+02,19,
"13955","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13955","2",1.0000000000000000e+00,"roast (yield from 714 g raw meat)",5.9100000000000000e+02,10,
"13956","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13956","2",1.0000000000000000e+00,"roast",2.7100000000000000e+02,9,
"13957","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13957","2",1.0000000000000000e+00,"roast (yield from 666 g raw meat)",5.4700000000000000e+02,10,
"13958","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13958","2",1.0000000000000000e+00,"roast",2.5200000000000000e+02,10,
"13959","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13959","2",1.0000000000000000e+00,"steak (yield from 381 g raw meat)",2.7700000000000000e+02,20,
"13961","1",3.0000000000000000e+00,"oz (1 serving)",8.5000000000000000e+01,,
"13963","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13965","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13967","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13968","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13968","2",1.0000000000000000e+00,"steak (yield from 396 g raw meat)",2.8400000000000000e+02,10,
"13969","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13969","2",1.0000000000000000e+00,"steak (yield from 368 g meat)",2.6900000000000000e+02,10,
"13970","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13970","2",1.0000000000000000e+00,"steak",1.8800000000000000e+02,20,
"13971","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13971","2",1.0000000000000000e+00,"steak",1.7300000000000000e+02,10,
"13972","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13972","2",1.0000000000000000e+00,"roast",1.2890000000000000e+03,36,2.9800000000000000e+02
"13973","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13973","2",1.0000000000000000e+00,"roast",1.2630000000000000e+03,24,2.2700000000000000e+02
"13974","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13974","2",1.0000000000000000e+00,"roast",1.3270000000000000e+03,12,4.0700000000000000e+02
"13975","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13975","2",1.0000000000000000e+00,"piece",1.7800000000000000e+03,24,
"13977","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13979","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13980","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13980","2",1.0000000000000000e+00,"piece",2.7200000000000000e+02,7,5.1100000000000001e+01
"13981","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13981","2",1.0000000000000000e+00,"piece",3.1500000000000000e+02,4,5.1899999999999999e+01
"13982","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13982","2",1.0000000000000000e+00,"piece",2.8900000000000000e+02,11,5.2000000000000000e+01
"13983","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"13983","2",1.0000000000000000e+00,"piece",5.1400000000000000e+02,12,
"13985","1",1.0000000000000000e+00,"serving",8.5000000000000000e+01,1,
"13985","2",1.0000000000000000e+00,"roast",5.6900000000000000e+02,20,
"14003","1",1.0000000000000000e+00,"fl oz",2.9699999999999999e+01,1,
"14003","2",1.0000000000000000e+00,"can",3.5600000000000000e+02,1,
"14004","1",1.0000000000000000e+00,"fl oz",2.9800000000000001e+01,1,
"14004","2",1.2000000000000000e+01,"fl oz",3.5700000000000000e+02,,
"14005","1",1.0000000000000000e+00,"fl oz",2.9500000000000000e+01,1,
"14005","2",1.2000000000000000e+01,"fl oz",3.5500000000000000e+02,1,
"14006","1",1.0000000000000000e+00,"fl oz",2.9500000000000000e+01,,
"14006","2",1.0000000000000000e+00,"can or bottle (12 fl oz)",3.5400000000000000e+02,,
"14007","1",1.0000000000000000e+00,"fl oz",2.9500000000000000e+01,1,
"14007","2",1.2000000000000000e+01,"fl oz",3.5400000000000000e+02,1,
"14009","1",1.0000000000000000e+00,"fl oz",3.0500000000000000e+01,,
"14009","2",1.0000000000000000e+00,"can (6.8 fl oz, 200 ml)",2.0700000000000000e+02,,
"14010","1",1.0000000000000000e+00,"fl oz",3.0199999999999999e+01,,
"14010","2",1.0000000000000000e+00,"cocktail (2 fl oz)",6.0000000000000000e+01,,
"14013","1",1.0000000000000000e+00,"fl oz",2.9500000000000000e+01,1,
"14013","2",1.2000000000000000e+01,"fl oz",3.5400000000000000e+02,1,
"14015","1",1.0000000000000000e+00,"fl oz",3.2600000000000001e+01,,
"14015","2",1.0000000000000000e+00,"can (6.8 fl oz, 200 ml)",2.2200000000000000e+02,,
"14016","1",8.0000000000000000e+00,"fl oz",2.4000000000000000e+02,1,
"14016","2",1.0000000000000000e+00,"cup",2.4000000000000000e+02,1,
"14017","1",1.0000000000000000e+00,"fl oz",3.1399999999999999e+01,,
"14017","2",1.0000000000000000e+00,"cocktail (4.5 fl oz)",1.4100000000000000e+02,,
"14019","1",1.0000000000000000e+00,"fl oz",3.1100000000000001e+01,,
"14019","2",1.0000000000000000e+00,"can (6.8 fl oz, 200 ml)",2.1100000000000000e+02,,
"14021","1",8.0000000000000000e+00,"fl oz",2.4000000000000000e+02,1,
"14022","1",8.0000000000000000e+00,"fl oz",2.4000000000000000e+02,1,
"14024","1",1.0000000000000000e+00,"packet",1.7000000000000000e+01,,
"14025","1",1.0000000000000000e+00,"fl oz",2.9399999999999999e+01,,
"14025","2",1.0000000000000000e+00,"packet prepared",1.0300000000000000e+02,,
"14026","1",1.6000000000000000e+01,"fl oz",4.8000000000000000e+02,1,
"14027","1",1.0000000000000000e+00,"fl oz",3.0800000000000001e+01,,
"14027","2",1.0000000000000000e+00,"can (6.8 fl oz, 200 ml)",2.0900000000000000e+02,,
"14028","1",1.0000000000000000e+00,"fl oz",3.2299999999999997e+01,,
"14028","2",2.0000000000000000e+00,"fl oz",6.5000000000000000e+01,,
"14029","1",1.0000000000000000e+00,"fl oz",3.0399999999999999e+01,,
"14029","2",1.0000000000000000e+00,"portion (2 oz mix + 1.5 oz whiskey)",1.0600000000000000e+02,,
"14030","1",1.6000000000000000e+01,"fl oz",4.8000000000000000e+02,1,
"14031","1",8.0000000000000000e+00,"fl oz",2.4000000000000000e+02,1,
"14033","1",2.0000000000000000e+00,"scoop",3.9000000000000000e+01,1,
"14034","1",1.0000000000000000e+00,"fl oz",3.3600000000000001e+01,,
"14034","2",1.0000000000000000e+00,"jigger 1.5 fl oz",5.0000000000000000e+01,,
"14035","1",1.0000000000000000e+00,"scoop",4.4000000000000000e+01,1,
"14036","1",1.4000000000000000e+01,"fl oz",4.1400000000000000e+02,1,
"14037","1",1.0000000000000000e+00,"fl oz",2.7800000000000001e+01,,
"14037","2",1.0000000000000000e+00,"jigger (1.5 fl oz)",4.2000000000000000e+01,,
"14038","1",1.0000000000000000e+00,"can",2.5000000000000000e+02,10,2.5800000000000001e+00
"14041","1",1.0000000000000000e+00,"bottle",2.3700000000000000e+02,1,
"14044","1",1.0000000000000000e+00,"bottle",2.9500000000000000e+02,1,
"14045","1",1.0000000000000000e+00,"bottle",2.9500000000000000e+02,1,
"14047","1",1.0000000000000000e+00,"scoop",2.6000000000000000e+01,1,
"14048","1",1.0000000000000000e+00,"bottle",5.0000000000000000e+02,1,
"14049","1",1.0000000000000000e+00,"fl oz",2.7800000000000001e+01,,
"14049","2",1.0000000000000000e+00,"jigger (1.5 fl oz)",4.2000000000000000e+01,,
"14050","1",1.0000000000000000e+00,"fl oz",2.7800000000000001e+01,,
"14050","2",1.5000000000000000e+00,"fl oz",4.2000000000000000e+01,,
"14051","1",1.0000000000000000e+00,"fl oz",2.7800000000000001e+01,,
"14051","2",1.5000000000000000e+00,"fl oz",4.2000000000000000e+01,,
"14052","1",1.0000000000000000e+00,"fl oz",2.7800000000000001e+01,1,
"14052","2",1.0000000000000000e+00,"jigger (1.5 fl oz)",4.2000000000000000e+01,1,
"14054","1",8.0000000000000000e+00,"fl oz",2.4000000000000000e+02,1,
"14054","2",1.0000000000000000e+00,"cup",2.4000000000000000e+02,1,
"14055","1",1.0000000000000000e+00,"scoop",2.6000000000000000e+01,1,
"14056","1",8.0000000000000000e+00,"fl oz",2.6600000000000000e+02,1,
"14056","2",2.0000000000000000e+00,"fl oz",6.0000000000000000e+01,1,
"14057","1",1.0000000000000000e+00,"fl oz",2.9500000000000000e+01,,
"14057","2",1.0000000000000000e+00,"glass (3.5 fl oz)",1.0300000000000000e+02,,
"14058","1",3.0000000000000000e+00,"scoop",8.6000000000000000e+01,1,
"14059","1",1.0000000000000000e+00,"serving",2.9600000000000000e+02,1,
"14060","1",8.0000000000000000e+00,"fl oz",2.4000000000000000e+02,1,
"14061","1",8.0000000000000000e+00,"fl oz",2.4000000000000000e+02,1,
"14062","1",8.0000000000000000e+00,"fl oz",2.5400000000000000e+02,1,
"14063","1",2.0000000000000000e+00,"tbsp",1.1000000000000000e+01,1,
"14064","1",8.0000000000000000e+00,"fl oz",2.4000000000000000e+02,1,
"14065","1",6.7500000000000000e+00,"fl oz",2.0000000000000000e+02,1,
"14066","1",3.3000000000000002e-01,"cup",3.2000000000000000e+01,1,
"14067","1",1.0000000000000000e+00,"scoop",4.5000000000000000e+01,1,
"14068","1",1.0000000000000000e+00,"packet",1.4500000000000000e+01,2,
"14073","1",1.0000000000000000e+00,"can",3.5500000000000000e+02,1,
"14074","1",1.0000000000000000e+00,"can",3.5500000000000000e+02,1,
"14075","1",8.0000000000000000e+00,"fl oz",2.4000000000000000e+02,1,
"14076","1",1.0000000000000000e+00,"serving",1.0000000000000000e+02,1,
"14079","1",1.6000000000000000e+01,"fl oz",4.7300000000000000e+02,1,
"14080","1",2.0000000000000000e+00,"tbsp",1.1000000000000000e+01,1,
